"service_uploaded","device_urn","loc_lat","loc_lon","env_temp","env_humid","pms_pm01_0","pms_pm02_5","pms_pm10_0"
"Jun 7, 2020 @ 23:55:20.000","note:dev:865284040125878","34.483","136.163",,,"7.05","10.2","10.28"
"Jun 7, 2020 @ 23:55:14.000","note:dev:865284040125878","34.483","136.163",,,"1.23","1.53","1.98"
"Jun 7, 2020 @ 23:55:09.000","note:dev:865284040125878","34.483","136.163",,,"0.78","1.45","1.6"
"Jun 7, 2020 @ 23:43:59.000","safecast:3714913954","52.395","4.875",,,2,3,4
"Jun 7, 2020 @ 23:43:00.000","safecast:678194983","46.555","15.635",,,4,5,6
"Jun 7, 2020 @ 23:32:00.000","safecast:3856112813","47.612","-122.345","24.978","35.97",0,0,0
"Jun 7, 2020 @ 23:16:49.000","safecast:2299238163","34.112","-118.255","41.661","-19.164",0,0,0
"Jun 7, 2020 @ 23:13:59.000","safecast:3714913954","52.395","4.875",,,4,6,7
"Jun 7, 2020 @ 23:13:00.000","safecast:678194983","46.555","15.635",,,4,6,6
"Jun 7, 2020 @ 23:10:20.000","note:dev:865284040101085","34.172","-118.057",,,"3.6","4.75","5.35"
"Jun 7, 2020 @ 23:10:14.000","note:dev:865284040101085","34.172","-118.057",,,"1.18","2.55","2.55"
"Jun 7, 2020 @ 23:10:09.000","note:dev:865284040101085","34.172","-118.057",,,"3.85","5.75","5.75"
"Jun 7, 2020 @ 23:10:04.000","note:dev:865284040101085","34.172","-118.057",,,"2.85","3.73","3.73"
"Jun 7, 2020 @ 23:09:59.000","note:dev:865284040101085","34.172","-118.057",,,"1.85",3,"5.03"
"Jun 7, 2020 @ 23:09:53.000","note:dev:865284040101085","34.172","-118.057",,,"3.3",4,4
"Jun 7, 2020 @ 23:09:48.000","note:dev:865284040101085","34.172","-118.057",,,"3.15","4.22","4.97"
"Jun 7, 2020 @ 23:09:43.000","note:dev:865284040101085","34.172","-118.057",,,"3.18",5,"5.55"
"Jun 7, 2020 @ 23:09:38.000","note:dev:865284040101085","34.172","-118.057",,,"2.93","3.93","4.03"
"Jun 7, 2020 @ 23:09:32.000","note:dev:865284040101085","34.172","-118.057",,,"2.4","4.1","5.33"
"Jun 7, 2020 @ 23:09:27.000","note:dev:865284040101085","34.172","-118.057",,,"1.9","2.93","4.35"
"Jun 7, 2020 @ 23:09:22.000","note:dev:865284040101085","34.172","-118.057",,,"2.5","3.55","3.55"
"Jun 7, 2020 @ 23:09:17.000","note:dev:865284040101085","34.172","-118.057",,,3,"4.47","4.47"
"Jun 7, 2020 @ 23:09:11.000","note:dev:865284040101085","34.172","-118.057",,,"2.23","2.7","3.78"
"Jun 7, 2020 @ 23:09:06.000","note:dev:865284040101085","34.172","-118.057",,,"1.85","3.1","3.1"
"Jun 7, 2020 @ 23:09:01.000","note:dev:865284040101085","34.172","-118.057",,,"2.1","3.33","3.48"
"Jun 7, 2020 @ 23:08:56.000","note:dev:865284040101085","34.172","-118.057",,,"1.93","3.3","3.4"
"Jun 7, 2020 @ 23:08:50.000","note:dev:865284040101085","34.172","-118.057",,,5,"5.78","6.5"
"Jun 7, 2020 @ 23:08:45.000","note:dev:865284040101085","34.172","-118.057",,,"2.78","3.93","4.22"
"Jun 7, 2020 @ 22:45:00.000","note:dev:865284040095238","34.122","-118.262",,,"1.83","3.23","4.3"
"Jun 7, 2020 @ 22:43:58.000","safecast:3714913954","52.395","4.875",,,13,15,15
"Jun 7, 2020 @ 22:43:57.000","note:dev:865284040097945","34.122","-118.261",,,"0.08","0.75","0.75"
"Jun 7, 2020 @ 22:43:52.000","note:dev:865284040097945","34.122","-118.261",,,0,"0.63","0.63"
"Jun 7, 2020 @ 22:43:47.000","note:dev:865284040097945","34.122","-118.261",,,0,"0.4","1.15"
"Jun 7, 2020 @ 22:43:42.000","note:dev:865284040097945","34.122","-118.261",,,0,"0.25",1
"Jun 7, 2020 @ 22:43:30.000","note:dev:865284040083945","35.665","139.705",,,"8.2","12.93","13.55"
"Jun 7, 2020 @ 22:43:24.000","note:dev:865284040083945","35.665","139.705",,,"7.28","10.4","13.03"
"Jun 7, 2020 @ 22:43:00.000","safecast:678194983","46.555","15.635",,,6,8,9
"Jun 7, 2020 @ 22:28:13.000","note:dev:865284040097879","34.065","-118.286",,,"0.08","0.85","0.85"
"Jun 7, 2020 @ 22:28:08.000","note:dev:865284040097879","34.065","-118.286",,,"0.93","1.93","2.17"
"Jun 7, 2020 @ 22:28:02.000","note:dev:865284040097879","34.065","-118.286",,,0,"0.23","1.48"
"Jun 7, 2020 @ 22:27:57.000","note:dev:865284040097879","34.065","-118.286",,,"1.08","2.73","3.28"
"Jun 7, 2020 @ 22:27:29.000","note:dev:865284040070785","34.122","-118.261",,,"2.48","3.43","3.8"
"Jun 7, 2020 @ 22:27:23.000","note:dev:865284040070785","34.122","-118.261",,,"1.43","3.18","3.18"
"Jun 7, 2020 @ 22:26:29.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.93","2.38"
"Jun 7, 2020 @ 22:26:24.000","note:dev:865284040125720","37.739","-122.503",,,0,"2.93","6.48"
"Jun 7, 2020 @ 22:23:32.000","note:dev:865284040095295","42.565","-70.784",,,"0.35","0.83","0.83"
"Jun 7, 2020 @ 22:23:27.000","note:dev:865284040095295","42.565","-70.784",,,"0.43","1.13","1.13"
"Jun 7, 2020 @ 22:23:21.000","note:dev:865284040095295","42.565","-70.784",,,"1.4","2.03","2.33"
"Jun 7, 2020 @ 22:13:59.000","safecast:3714913954","52.395","4.875",,,3,4,5
"Jun 7, 2020 @ 22:13:00.000","safecast:678194983","46.555","15.635",,,4,6,6
"Jun 7, 2020 @ 21:44:27.000","note:dev:865284040097945","34.122","-118.261",,,"0.08","1.23","1.23"
"Jun 7, 2020 @ 21:44:22.000","note:dev:865284040097945","34.122","-118.261",,,"0.55","1.45","1.45"
"Jun 7, 2020 @ 21:44:16.000","note:dev:865284040097945","34.122","-118.261",,,"1.45","2.42","2.42"
"Jun 7, 2020 @ 21:44:11.000","note:dev:865284040097945","34.122","-118.261",,,1,2,"3.2"
"Jun 7, 2020 @ 21:43:59.000","safecast:3714913954","52.395","4.875",,,0,1,2
"Jun 7, 2020 @ 21:43:01.000","safecast:678194983","46.555","15.635",,,5,7,7
"Jun 7, 2020 @ 21:28:35.000","note:dev:865284040097879","34.065","-118.286",,,"1.48","3.18","3.18"
"Jun 7, 2020 @ 21:28:30.000","note:dev:865284040097879","34.065","-118.286",,,"1.78",4,"5.5"
"Jun 7, 2020 @ 21:28:24.000","note:dev:865284040097879","34.065","-118.286",,,"1.55","3.15","5.28"
"Jun 7, 2020 @ 21:28:19.000","note:dev:865284040097879","34.065","-118.286",,,"1.75","2.93","3.88"
"Jun 7, 2020 @ 21:14:03.000","safecast:3714913954","52.395","4.875",,,2,3,4
"Jun 7, 2020 @ 21:13:01.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 7, 2020 @ 20:51:18.000","note:dev:865284040095238","34.122","-118.262",,,"1.18","2.85",3
"Jun 7, 2020 @ 20:51:13.000","note:dev:865284040095238","34.122","-118.262",,,2,"2.98","3.13"
"Jun 7, 2020 @ 20:51:08.000","note:dev:865284040095238","34.122","-118.262",,,"1.78","2.78","2.85"
"Jun 7, 2020 @ 20:49:49.000","note:dev:865284040102018","25.038","121.507",,,"0.2","1.35","1.45"
"Jun 7, 2020 @ 20:49:44.000","note:dev:865284040102018","25.038","121.507",,,"0.68","1.38","1.63"
"Jun 7, 2020 @ 20:44:02.000","safecast:3714913954","52.395","4.875",,,0,1,2
"Jun 7, 2020 @ 20:43:47.000","note:dev:865284040083945","35.665","139.705",,,"13.5",19,"20.08"
"Jun 7, 2020 @ 20:43:41.000","note:dev:865284040083945","35.665","139.705",,,"9.85","14.53","15.35"
"Jun 7, 2020 @ 20:43:32.000","note:dev:865284040097945","34.122","-118.261",,,"1.9",2,2
"Jun 7, 2020 @ 20:43:27.000","note:dev:865284040097945","34.122","-118.261",,,"1.53","2.4","2.4"
"Jun 7, 2020 @ 20:43:21.000","note:dev:865284040097945","34.122","-118.261",,,"1.93","2.98","3.43"
"Jun 7, 2020 @ 20:43:16.000","note:dev:865284040097945","34.122","-118.261",,,"1.1","1.88","2.73"
"Jun 7, 2020 @ 20:43:01.000","safecast:678194983","46.555","15.635",,,6,7,8
"Jun 7, 2020 @ 20:38:33.000","note:dev:865284040125720","37.739","-122.503",,,0,"2.15","2.9"
"Jun 7, 2020 @ 20:38:27.000","note:dev:865284040125720","37.739","-122.503",,,0,"2.2","3.25"
"Jun 7, 2020 @ 20:28:44.000","note:dev:865284040097879","34.065","-118.286",,,"1.15","2.45","3.38"
"Jun 7, 2020 @ 20:28:39.000","note:dev:865284040097879","34.065","-118.286",,,"1.88","3.08","3.55"
"Jun 7, 2020 @ 20:28:34.000","note:dev:865284040125878","34.483","136.163",,,"7.4","11.05","11.58"
"Jun 7, 2020 @ 20:28:33.000","note:dev:865284040097879","34.065","-118.286",,,"6.73","9.23","9.23"
"Jun 7, 2020 @ 20:28:29.000","note:dev:865284040125878","34.483","136.163",,,"5.9","9.88","9.88"
"Jun 7, 2020 @ 20:28:28.000","note:dev:865284040097879","34.065","-118.286",,,"3.13","4.53","4.68"
"Jun 7, 2020 @ 20:27:34.000","note:dev:865284040070785","34.122","-118.261",,,"14.63","16.02","16.55"
"Jun 7, 2020 @ 20:27:29.000","note:dev:865284040070785","34.122","-118.261",,,"0.88","1.18","1.4"
"Jun 7, 2020 @ 20:21:09.000","note:dev:864622040009397","42.565","-70.784",,,"0.73","1.8","1.8"
"Jun 7, 2020 @ 20:13:58.000","safecast:3714913954","52.395","4.875",,,1,1,2
"Jun 7, 2020 @ 20:13:01.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 7, 2020 @ 20:07:35.000","note:dev:865284040095295","42.565","-70.784",,,"0.4","0.6","0.93"
"Jun 7, 2020 @ 19:54:11.000","note:dev:864475040028176","30.522","-97.616",,,4,"4.72","4.72"
"Jun 7, 2020 @ 19:54:06.000","note:dev:864475040028176","30.522","-97.616",,,"4.1","5.33","5.33"
"Jun 7, 2020 @ 19:54:01.000","note:dev:864475040028176","30.522","-97.616",,,"4.25","5.33","6.65"
"Jun 7, 2020 @ 19:53:55.000","note:dev:864475040028176","30.522","-97.616",,,"3.45",4,4
"Jun 7, 2020 @ 19:44:07.000","note:dev:865284040097945","34.122","-118.261",,,"1.3",2,"2.08"
"Jun 7, 2020 @ 19:44:02.000","note:dev:865284040097945","34.122","-118.261",,,"0.85","1.9","2.2"
"Jun 7, 2020 @ 19:43:59.000","safecast:3714913954","52.395","4.875",,,1,2,3
"Jun 7, 2020 @ 19:43:56.000","note:dev:865284040097945","34.122","-118.261",,,"0.93",1,"1.15"
"Jun 7, 2020 @ 19:43:51.000","note:dev:865284040097945","34.122","-118.261",,,"1.15","1.78","1.78"
"Jun 7, 2020 @ 19:43:01.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 7, 2020 @ 19:28:35.000","note:dev:865284040097879","34.065","-118.286",,,3,"4.53","5.05"
"Jun 7, 2020 @ 19:28:30.000","note:dev:865284040097879","34.065","-118.286",,,"4.15","4.4","4.4"
"Jun 7, 2020 @ 19:28:25.000","note:dev:865284040097879","34.065","-118.286",,,"3.28","4.2","4.6"
"Jun 7, 2020 @ 19:28:20.000","note:dev:865284040097879","34.065","-118.286",,,"1.08","1.38","1.38"
"Jun 7, 2020 @ 19:14:04.000","safecast:3714913954","52.395","4.875",,,0,1,2
"Jun 7, 2020 @ 19:13:01.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 7, 2020 @ 19:00:51.000","note:dev:864475040028176","30.522","-97.616",,,"4.3","5.9","5.9"
"Jun 7, 2020 @ 19:00:46.000","note:dev:864475040028176","30.522","-97.616",,,"5.23","6.83","6.83"
"Jun 7, 2020 @ 19:00:41.000","note:dev:864475040028176","30.522","-97.616",,,"3.88","6.23","6.23"
"Jun 7, 2020 @ 19:00:35.000","note:dev:864475040028176","30.522","-97.616",,,"5.08","6.75","7.58"
"Jun 7, 2020 @ 18:55:24.000","safecast:4267748403","34.122","-118.261","50.39","-37.829",2,2,3
"Jun 7, 2020 @ 18:43:59.000","note:dev:865284040097945","34.122","-118.261",,,"0.93","1.68","2.15"
"Jun 7, 2020 @ 18:43:58.000","safecast:3714913954","52.395","4.875",,,1,1,1
"Jun 7, 2020 @ 18:43:54.000","note:dev:865284040097945","34.122","-118.261",,,"0.85","1.4","3.13"
"Jun 7, 2020 @ 18:43:49.000","note:dev:865284040097945","34.122","-118.261",,,"0.53",1,1
"Jun 7, 2020 @ 18:43:32.000","note:dev:865284040083945","35.665","139.705",,,"11.03","16.95","18.1"
"Jun 7, 2020 @ 18:43:27.000","note:dev:865284040083945","35.665","139.705",,,"8.53","11.98","12.33"
"Jun 7, 2020 @ 18:43:01.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 7, 2020 @ 18:38:59.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.4","4.2"
"Jun 7, 2020 @ 18:38:54.000","note:dev:865284040125720","37.739","-122.503",,,0,"3.38","3.93"
"Jun 7, 2020 @ 18:35:35.000","note:dev:865284040095238","34.122","-118.262",,,"2.55","3.25","3.25"
"Jun 7, 2020 @ 18:35:30.000","note:dev:865284040095238","34.122","-118.262",,,"3.4","7.08","7.38"
"Jun 7, 2020 @ 18:28:13.000","note:dev:865284040097879","34.065","-118.286",,,"12.7","13.8","13.93"
"Jun 7, 2020 @ 18:28:08.000","note:dev:865284040097879","34.065","-118.286",,,"1.08","1.55","1.88"
"Jun 7, 2020 @ 18:28:03.000","note:dev:865284040097879","34.065","-118.286",,,"5.13","7.2","7.43"
"Jun 7, 2020 @ 18:27:57.000","note:dev:865284040097879","34.065","-118.286",,,"1.83","2.9","3.6"
"Jun 7, 2020 @ 18:27:29.000","note:dev:865284040070785","34.122","-118.261",,,"1.23","2.33","3.25"
"Jun 7, 2020 @ 18:27:24.000","note:dev:865284040070785","34.122","-118.261",,,"3.33","5.63","6.75"
"Jun 7, 2020 @ 18:24:22.000","note:dev:865284040095295","42.565","-70.784",,,"0.3","0.55","0.63"
"Jun 7, 2020 @ 18:24:17.000","note:dev:865284040095295","42.565","-70.784",,,"0.55","0.55","0.85"
"Jun 7, 2020 @ 18:24:12.000","note:dev:865284040095295","42.565","-70.784",,,"1.9","3.05","3.05"
"Jun 7, 2020 @ 18:20:12.000","note:dev:865284040101085","34.172","-118.057",,,"3.93","4.33","4.65"
"Jun 7, 2020 @ 18:14:47.000","note:dev:865284040097945","34.122","-118.261",,,"3.93","4.78","5.45"
"Jun 7, 2020 @ 18:14:08.000","safecast:3714913954","52.395","4.875",,,2,3,4
"Jun 7, 2020 @ 18:13:55.000","safecast:1094924990","33.449","-117.649",,,4,5,6
"Jun 7, 2020 @ 18:13:01.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 7, 2020 @ 18:08:31.000","note:dev:865284040101085","34.172","-118.057",,,"4.38","7.05","7.83"
"Jun 7, 2020 @ 18:08:26.000","note:dev:865284040101085","34.172","-118.057",,,"7.28","11.48","12.1"
"Jun 7, 2020 @ 18:08:21.000","note:dev:865284040101085","34.172","-118.057",,,"3.83","5.13","5.28"
"Jun 7, 2020 @ 18:02:00.000","note:dev:864622040009397","42.565","-70.784",,,"2.85","4.33","4.33"
"Jun 7, 2020 @ 18:01:54.000","note:dev:864622040009397","42.565","-70.784",,,"0.53","1.88","2.78"
"Jun 7, 2020 @ 18:01:49.000","note:dev:864622040009397","42.565","-70.784",,,"0.57","1.4","1.63"
"Jun 7, 2020 @ 17:54:56.000","safecast:1045649384","37.739","-122.503","25.834","27.122",0,0,0
"Jun 7, 2020 @ 17:54:03.000","note:dev:864475040028176","30.522","-97.616",,,"6.15","7.15","7.93"
"Jun 7, 2020 @ 17:53:58.000","note:dev:864475040028176","30.522","-97.616",,,"6.15","7.15","7.15"
"Jun 7, 2020 @ 17:53:52.000","note:dev:864475040028176","30.522","-97.616",,,"5.85","7.43","7.43"
"Jun 7, 2020 @ 17:44:00.000","safecast:3714913954","52.395","4.875",,,3,4,5
"Jun 7, 2020 @ 17:43:01.000","safecast:678194983","46.555","15.635",,,1,2,2
"Jun 7, 2020 @ 17:28:12.000","note:dev:865284040097879","34.065","-118.286",,,"1.38","2.15","2.9"
"Jun 7, 2020 @ 17:28:07.000","note:dev:865284040097879","34.065","-118.286",,,"1.55","2.23","2.93"
"Jun 7, 2020 @ 17:28:02.000","note:dev:865284040097879","34.065","-118.286",,,2,"2.7","3.45"
"Jun 7, 2020 @ 17:27:57.000","note:dev:865284040097879","34.065","-118.286",,,"10.85","11.63","11.85"
"Jun 7, 2020 @ 17:13:58.000","safecast:3714913954","52.395","4.875",,,2,3,3
"Jun 7, 2020 @ 17:13:14.000","note:dev:864475040028176","30.522","-97.616",,,"5.9","7.13","7.13"
"Jun 7, 2020 @ 17:13:08.000","note:dev:864475040028176","30.522","-97.616",,,"4.2","5.35","5.35"
"Jun 7, 2020 @ 17:13:03.000","note:dev:864475040028176","30.522","-97.616",,,"5.45","6.75","6.75"
"Jun 7, 2020 @ 17:13:01.000","safecast:678194983","46.555","15.635",,,1,2,2
"Jun 7, 2020 @ 17:12:58.000","note:dev:864475040028176","30.522","-97.616",,,"3.58","5.05","5.05"
"Jun 7, 2020 @ 17:12:53.000","note:dev:864475040028176","30.522","-97.616",,,"4.4","5.63","5.63"
"Jun 7, 2020 @ 17:00:44.000","note:dev:865284040097945","34.122","-118.261",,,"3.33",6,"7.45"
"Jun 7, 2020 @ 17:00:39.000","note:dev:865284040097945","34.122","-118.261",,,"4.65","8.1","8.88"
"Jun 7, 2020 @ 16:50:21.000","note:dev:865284040102018","25.038","121.507",,,"0.45","1.45","1.45"
"Jun 7, 2020 @ 16:50:15.000","note:dev:865284040102018","25.038","121.507",,,"0.25","1.33","1.33"
"Jun 7, 2020 @ 16:48:23.000","note:dev:865284040125878","34.483","136.163",,,"4.95","7.73","8.65"
"Jun 7, 2020 @ 16:48:18.000","note:dev:865284040125878","34.483","136.163",,,"4.97","7.05","9.05"
"Jun 7, 2020 @ 16:48:13.000","note:dev:865284040125878","34.483","136.163",,,"5.5","7.6","7.83"
"Jun 7, 2020 @ 16:48:08.000","note:dev:865284040125878","34.483","136.163",,,"4.13","5.53","5.9"
"Jun 7, 2020 @ 16:43:58.000","safecast:3714913954","52.395","4.875",,,4,5,6
"Jun 7, 2020 @ 16:43:01.000","safecast:678194983","46.555","15.635",,,1,2,2
"Jun 7, 2020 @ 16:40:30.000","note:dev:865284040125720","37.739","-122.503",,,"0.08","4.15","6.45"
"Jun 7, 2020 @ 16:40:24.000","note:dev:865284040125720","37.739","-122.503",,,"0.08","2.9","5.6"
"Jun 7, 2020 @ 16:39:54.000","note:dev:865284040083945","35.665","139.705",,,"9.4","13.9","15.08"
"Jun 7, 2020 @ 16:39:49.000","note:dev:865284040083945","35.665","139.705",,,"5.68","10.43","13.55"
"Jun 7, 2020 @ 16:34:35.000","note:dev:865284040095238","34.122","-118.262",,,"5.55","10.73","11.25"
"Jun 7, 2020 @ 16:29:57.000","note:dev:865284040097879","34.065","-118.286",,,"4.15","6.4","7.25"
"Jun 7, 2020 @ 16:29:52.000","note:dev:865284040097879","34.065","-118.286",,,"4.83",7,"9.1"
"Jun 7, 2020 @ 16:27:27.000","note:dev:865284040070785","34.122","-118.261",,,"5.65","7.8","9.7"
"Jun 7, 2020 @ 16:27:22.000","note:dev:865284040070785","34.122","-118.261",,,"5.6","10.03","11.25"
"Jun 7, 2020 @ 16:26:41.000","safecast:1238569003","37.523","139.939","16.945","38.228",0,0,0
"Jun 7, 2020 @ 16:14:07.000","safecast:3714913954","52.395","4.875",,,3,4,4
"Jun 7, 2020 @ 16:13:01.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 7, 2020 @ 16:07:48.000","note:dev:865284040095295","42.565","-70.784",,,"0.25","0.88","0.88"
"Jun 7, 2020 @ 15:57:35.000","note:dev:864475040028176","30.522","-97.616",,,"5.3","8.03","8.03"
"Jun 7, 2020 @ 15:57:30.000","note:dev:864475040028176","30.522","-97.616",,,"5.08","6.4","6.4"
"Jun 7, 2020 @ 15:57:25.000","note:dev:864475040028176","30.522","-97.616",,,"6.15","8.28","8.28"
"Jun 7, 2020 @ 15:43:58.000","safecast:3714913954","52.395","4.875",,,11,13,15
"Jun 7, 2020 @ 15:43:01.000","safecast:678194983","46.555","15.635",,,4,6,6
"Jun 7, 2020 @ 15:17:39.000","note:dev:864475040028176","30.522","-97.616",,,"6.1","8.93","8.93"
"Jun 7, 2020 @ 15:17:33.000","note:dev:864475040028176","30.522","-97.616",,,"8.68","12.68","13.58"
"Jun 7, 2020 @ 15:13:58.000","safecast:3714913954","52.395","4.875",,,5,7,7
"Jun 7, 2020 @ 15:13:00.000","safecast:678194983","46.555","15.636",,,4,5,5
"Jun 7, 2020 @ 15:01:14.000","note:dev:865284040097945","34.122","-118.261",,,"7.18","11.85","13.9"
"Jun 7, 2020 @ 15:01:09.000","note:dev:865284040097945","34.122","-118.261",,,"9.1","16.77","18.88"
"Jun 7, 2020 @ 14:44:04.000","safecast:3714913954","52.395","4.875",,,5,6,7
"Jun 7, 2020 @ 14:43:22.000","note:dev:865284040083945","35.665","139.705",,,"9.48","14.03","15.1"
"Jun 7, 2020 @ 14:43:16.000","note:dev:865284040083945","35.665","139.705",,,"6.75","11.53","13.1"
"Jun 7, 2020 @ 14:43:00.000","safecast:678194983","46.555","15.636",,,3,4,4
"Jun 7, 2020 @ 14:41:32.000","note:dev:865284040125720","37.739","-122.503",,,"1.02","8.1","12.28"
"Jun 7, 2020 @ 14:41:27.000","note:dev:865284040125720","37.739","-122.503",,,1,"3.85","6.25"
"Jun 7, 2020 @ 14:40:45.000","note:dev:865284040101085","34.172","-118.057",,,"11.28","16.02","18.18"
"Jun 7, 2020 @ 14:40:40.000","note:dev:865284040101085","34.172","-118.057",,,"11.13","16.15","19.18"
"Jun 7, 2020 @ 14:34:55.000","note:dev:865284040095238","34.122","-118.262",,,"9.25","15.38","16.65"
"Jun 7, 2020 @ 14:34:50.000","note:dev:865284040095238","34.122","-118.262",,,"6.25","10.35","10.8"
"Jun 7, 2020 @ 14:34:45.000","note:dev:865284040095238","34.122","-118.262",,,"5.78","9.1","9.25"
"Jun 7, 2020 @ 14:29:53.000","note:dev:865284040097879","34.065","-118.286",,,"7.05","12.7","15.78"
"Jun 7, 2020 @ 14:29:48.000","note:dev:865284040097879","34.065","-118.286",,,"7.38","13.8","16.1"
"Jun 7, 2020 @ 14:27:14.000","note:dev:865284040070785","34.122","-118.261",,,"4.75","10.95","12.48"
"Jun 7, 2020 @ 14:27:08.000","note:dev:865284040070785","34.122","-118.261",,,"4.75","9.2","11.03"
"Jun 7, 2020 @ 14:24:00.000","note:dev:865284040095295","42.565","-70.784",,,"0.5","0.5","0.5"
"Jun 7, 2020 @ 14:23:54.000","note:dev:865284040095295","42.565","-70.784",,,"1.83","3.58","4.18"
"Jun 7, 2020 @ 14:14:19.000","safecast:3714913954","52.395","4.875",,,3,4,4
"Jun 7, 2020 @ 14:13:00.000","safecast:678194983","46.555","15.636",,,3,4,4
"Jun 7, 2020 @ 13:58:00.000","safecast:678194983","46.555","15.636",,,3,4,4
"Jun 7, 2020 @ 13:53:59.000","note:dev:864475040028176","30.522","-97.616",,,0,0,0
"Jun 7, 2020 @ 13:53:54.000","note:dev:864475040028176",,,,,"5.33","8.05","8.05"
"Jun 7, 2020 @ 13:53:48.000","note:dev:864475040028176","30.522","-97.616",,,0,0,0
"Jun 7, 2020 @ 13:53:43.000","note:dev:864475040028176","30.522","-97.616",,,0,0,0
"Jun 7, 2020 @ 13:48:00.000","safecast:678194983","46.555","15.636",,,3,3,3
"Jun 7, 2020 @ 13:43:58.000","safecast:3714913954","52.395","4.875",,,2,2,2
"Jun 7, 2020 @ 13:38:15.000","safecast:678194983","46.555","15.636",,,3,4,4
"Jun 7, 2020 @ 13:35:23.000","safecast:479911182","34.483","136.163","13.451","70.282",5,6,7
"Jun 7, 2020 @ 13:28:00.000","safecast:678194983","46.555","15.636",,,2,3,3
"Jun 7, 2020 @ 13:18:00.000","safecast:678194983","46.555","15.636",,,2,2,3
"Jun 7, 2020 @ 13:14:02.000","safecast:3714913954","52.395","4.875",,,1,1,2
"Jun 7, 2020 @ 13:08:15.000","safecast:678194983","46.555","15.636",,,3,3,3
"Jun 7, 2020 @ 13:00:50.000","note:dev:865284040097945","34.122","-118.261",,,"6.65","14.23","16.08"
"Jun 7, 2020 @ 13:00:44.000","note:dev:865284040097945","34.122","-118.261",,,6,"10.83","13.68"
"Jun 7, 2020 @ 12:58:00.000","safecast:678194983","46.555","15.636",,,2,3,3
"Jun 7, 2020 @ 12:49:52.000","note:dev:865284040102018","25.038","121.507",,,"0.08","0.45","0.45"
"Jun 7, 2020 @ 12:49:47.000","note:dev:865284040102018","25.038","121.507",,,"0.18","0.7","0.7"
"Jun 7, 2020 @ 12:48:00.000","safecast:678194983","46.555","15.636",,,3,3,3
"Jun 7, 2020 @ 12:44:02.000","safecast:3714913954","52.395","4.875",,,1,2,2
"Jun 7, 2020 @ 12:43:45.000","note:dev:865284040083945","35.665","139.705",,,"8.43","12.1","12.4"
"Jun 7, 2020 @ 12:43:40.000","note:dev:865284040083945","35.665","139.705",,,"6.93","11.98","14.83"
